행정 구역,업소명,소재지,전화번호,관리구분
전남 여수시,오션LPG충전소,"전남 여수시 소라면 관기리 696-2 외2필지(697-1,698-1)",061-684-5149,자동차충전
전남 여수시,둔덕LPG충전소,전남 여수시 둔덕동 산113-11,061-0625-2121,자동차충전
전남 영광군,영광엘피지충전소,전남 영광군 영광읍 덕호리 681-5,061-351-8668,자동차충전
전남 영광군,한국에너지충전소,전남 영광군 영광읍 학정리 740-39번지,061-351-5565,자동차충전
전남 영광군,남부LPG충전소,"전남 영광군 영광읍 학정리 924-5,925,926-1",061-351-5775,자동차충전
전남 영광군,(주)영진에너지,전남 영광군 영광읍 녹사리 69-3,061-352-1944,용기+자동차+탱크+13kg용기
전남 영광군,태양LPG충전소,전남 영광군 영광읍 월평리 330-1,061-353-4732,자동차충전
전남 영암군,(유)청호이앤에스(CHE＆S)영암가스지점,전남 영암군 영암읍 학송리 156-5,061-8884-3824,자동차충전
전남 영암군,삼호에너지,"전남 영암군 삼호읍 서창리 161-3,161-7,140-5",061-471-1100,자동차충전
전남 영암군,서창엘피지충전소,"전남 영암군 삼호읍 망산리 4-7,4-9",061-463-1472,자동차충전
전남 영암군,대불충전소,전남 영암군 삼호읍 난전리 1685-45,061-462-8310,자동차충전
전남 영암군,(유)제일가스에너지,전남 영암군 영암읍 망호리 15-1,061-473-4747,자동차충전
전남 영암군,영암가스충전소,전남 영암군 영암읍 회문리 158-1번지,061-473-5100,자동차충전
전남 영암군,청호LPG삼호,전남 영암군 삼호읍 용당리 932-6 (가스충전소),061-464-9370,자동차충전
전남 영암군,신북LPG충전소,전남 영암군 신북면 이천리 735-2,061-473-1001,자동차충전
전남 영암군,유토피아엘피지,"전남 영암군 삼호읍 산호리 588,588-6,8,12",061-462-7788,자동차충전
전남 완도군,청해진LPG충전소,전남 완도군 완도읍 가용리 628,061-553-3738,자동차충전
전남 완도군,완도엘피지,전남 완도군 군외면 원동리 398-1,061-552-5511,자동차충전
전남 장성군,한국도로공사 백양사 (논산)주유소,전남 장성군 북일면 박산리 156-6,061-393-0257,자동차충전
전남 장성군,백제가스,전남 장성군 장성읍 영천리 1496-1,061-393-8232,자동차충전
전남 장성군,(주)대양산업백양사(하)LPG충전소,전남 장성군 북일면 박산리 산68-6,061-394-9990,자동차충전
전남 장성군,상무대LPG충전소,전남 장성군 삼서면 두월리 873-3,061-394-5594,자동차충전
전남 장성군,(주)한길에너지,전남 장성군 남면 삼태리 521-26,061-392-9779,자동차충전
전남 장흥군,장안동부LPG충전소(구:정남진LPG충전소),"전남 장흥군 부산면 호계리 350, 350-2.3번지",061-862-0808,자동차충전
전남 장흥군,유한회사남악아이씨개발청기와에너지,전남 장흥군 안양면 기산리 687-9,061-863-6618,용기+자동차+탱크+13kg용기
전남 장흥군,천관산엘피지충전소,"전남 장흥군 용산면 녹원리 152-2,158-5,159-8,151-5",061-867-9494,자동차충전
전남 장흥군,장흥가스충전소,전남 장흥군 장흥읍 사안리 42 장흥가스충전소,061-863-2502,자동차충전
전남 진도군,진도엘피지충전소,전남 진도군 진도읍 동외리 1083,061-543-5149,자동차충전
전남 진도군,가인충전소,전남 진도군 진도읍 남동리 85번지,061-544-9489,자동차충전
전남 함평군,케이엘에너지,전남 함평군 학교면 월산리 1436-10 외 1필지,061-323-9182,자동차충전
전남 함평군,학교가스산업,전남 함평군 학교면 영산로 3519,061-322-6039,자동차충전
전남 함평군,(주)풀무원푸드앤컬처함평천지(시흥방향)LPG충전소,전남 함평군 손불면 죽장리 산27-2외 5필지,061-322-4409,자동차충전
전남 함평군,주포LPG충전소,전남 함평군 함평읍 진양리 290-3,061-323-2399,자동차충전
전남 함평군,(주)중앙그린에너지,전남 함평군 해보면 해보리 212-33,061-323-6030,자동차충전
전남 함평군,대보디앤에스(주)함평나비(무안방향)가스충전소,전남 함평군 엄다면 성천리 398-1,061-323-8867,자동차충전
전남 함평군,함평나비(광주방향)충전소,전남 함평군 엄다면 화양리 743-1,061-324-8838,자동차충전
전남 해남군,해동LPG충전소,전남 해남군 산이면 금호리 664 (금호주유소),061-536-3395,자동차충전
전남 해남군,해남가스충전소,전남 해남군 해남읍 용정리 44-1번지,061-535-3342,자동차충전
전남 해남군,우수영가스충전소,전남 해남군 문내면 학동리 1359-1 (우수영가스충전소),061-532-6600,자동차충전
전남 해남군,(유)한성가스,전남 해남군 해남읍 구교리 423-5번지,061-536-2181,용기+자동차+13kg용기
전남 해남군,(유)평화에너지,전남 해남군 계곡면 반계리 152-3번지,061-532-4848,용기+자동차+13kg용기
전남 해남군,(주)동신에너지서부지점,전남 해남군 북평면 동해리 1-3번지 외 6필지,061-535-0528,자동차충전
전남 해남군,해남IC충전소,"전남 해남군 해남읍 용정리 15-2,15-11,17-3,17-5,17-9,산12-7번지",061-536-4108,자동차충전
전남 화순군,세량LPG충전소,전남 화순군 화순읍 세량리 558-2번지외2필지,061-374-1171,자동차충전
전남 화순군,지석강LPG충전소,전남 화순군 춘양면 용두리 397번지4호,061-371-5145,자동차충전
전남 화순군,앵남LPG충전소,전남 화순군 화순읍 지강로 780,061-373-7111,자동차충전
전남 화순군,(유)남도에너지 화순지점,전남 화순군 화순읍 일심리 520,061-371-5189,자동차충전
전남 화순군,명품LPG충전소,전남 화순군 화순읍 대리 22,061-373-2107,자동차충전
전남 화순군,차사랑LPG충전소,전남 화순군 화순읍 화보로 3901,061-375-5150,자동차충전
전남 화순군,특별한충전소,전남 화순군 화순읍 대리 53-4,061-371-5188,자동차충전
전남 화순군,화순LPG충전소,전남 화순군 능주면 원지리 225-13번지,061-372-6560,자동차충전
경북 경산시,대경LPG충전소,경북 경산시 와촌면 강학리 484,054-853-5882,자동차충전
경북 경산시,(주)대호석유,경북 경산시 진량읍 평사리 198-1,054-851-6110,자동차충전
경북 경산시,(주)남부에너비스,경북 경산시 옥산동 185-3,054-811-5151,자동차충전
경북 경산시,KIS정보통신(주)경산(서울방향)LPG충전소,경북 경산시 진량읍 신상리 968-1,054-852-5243,자동차충전
경북 경산시,(주)바이오시스와촌충전소,경북 경산시 와촌면 강학리 산71-1,054-853-1082,자동차충전
경북 경산시,경산 신천LPG충전소,"경북 경산시 신천동 200, 201번지",054-801-8583,자동차충전
경북 경산시,(주)덕양,경북 경산시 진량읍 당곡리 108-3,054-851-8560,용기+자동차+탱크+13kg용기
경북 경산시,유한회사 제일가스,경북 경산시 사정동 232,054-812-0666,자동차충전
경북 경산시,금호LPG충전소,경북 경산시 와촌면 용천리 804,054-853-8886,자동차충전
경북 경산시,월드컵엘피지충전소,경북 경산시 옥산동 542-1 (월드컵LPG충전소),054-813-4848,자동차충전
경북 경산시,(주)경산브이아이피충전소,경북 경산시 중산동 508번지외,054-816-0550,자동차충전
경북 경산시,명성가스(주),경북 경산시 정평동 195-4,054-811-4451,자동차충전
경북 경산시,호동제1충전소,경북 경산시 진량읍 선화리 714,054-857-8025,자동차충전
경북 경산시,SK가스경산충전소,경북 경산시 진량읍 선화리173-1,054-851-6981,용기+자동차+탱크+13kg용기
경북 경산시,(주)대평엘피지충전소,"경북 경산시 대평동 34,34-1,35",054-815-8555,자동차충전
경북 경산시,하양우성엘피지충전소,경북 경산시 하양읍 동서리 885-1,054-854-1786,자동차충전
경북 경산시,하양엘피지충전소,경북 경산시 하양읍 동서리 870-1,054-853-5700,자동차충전
경북 경산시,(주)화산,경북 경산시 진량읍 선화리 141-3,054-4714-0595,탱크+부탄캔
경북 경주시,경북개인택시운송사업조합 경주분소,"경북 경주시 석장동 1205-7,1206-5,1206-6",054-771-0703,자동차충전
경북 경주시,(주)케이알산업경주(하)충전소,경북 경주시 내남면 월산리 산 43-1,054-748-3427,자동차충전
경북 경주시,(주)정우에너지 동방충전소,경북 경주시 동방동 311-2 외 5필지,054-748-7750,용기+자동차
경북 경주시,경주충전소,경북 경주시 용강동 860-2,054-776-2224,자동차충전
경북 경주시,안강엘피지충전소,"경북 경주시 안강읍 안강리75-1,75-2,75-3",054-763-0277,자동차충전
경북 경주시,용강LPG충전소,"경북 경주시 용강동 434,434-1,479-6,449",054-775-0051,자동차충전
경북 경주시,삼일엘피지충전소,경북 경주시 천북면 모아1리 산41-10,054-748-3131,자동차충전
경북 경주시,경주고속충전소,경북 경주시 강동면 모서리 861-2,054-776-4270,자동차충전
경북 경주시,국제충전소,경북 경주시 사정동 112-11,054-773-4900,자동차충전
경북 경주시,동천LPG충전소,경북 경주시 동천동 143-2,054-774-8845,자동차충전
경북 경주시,한성산업(주),경북 경주시 용강동 1276-1,054-776-0001,용기+자동차+탱크+13kg용기
경북 경주시,(주)아워홈서라벌광장충전소,경북 경주시 율동 592-14~18,054-4048-4903,자동차충전
경북 경주시,모화가스충전소,"경북 경주시 외동읍 모화리 268-3,269-3",054-773-5801,자동차충전
경북 경주시,(주)삼일경주충전소,경북 경주시 인왕동 758-1,054-771-1746,자동차충전
경북 경주시,동성가스남경주IC충전소,경북 경주시 외동읍 괘릉리 693-4 외 1필지,054-775-4940,자동차충전
경북 경주시,(주)일선에너지 신라충전소,경북 경주시 성건동 416-4,054-742-3600,자동차충전
경북 경주시,케이케이(주)보문엘피지충전소,경북 경주시 천군동 206-15,054-745-6651,자동차충전
경북 경주시,에어텍충전소,경북 경주시 도지동 610-1,054-749-2518,자동차충전
경북 경주시,늘푸른충전소,"경북 경주시 현곡면 라원리 1731-48,1731-125",054-775-5488,자동차충전
경북 경주시,아화만남충전소,경북 경주시 서면 아화리 716-8,054-751-8030,자동차충전
경북 경주시,(주)방주에너지 남경주IC행복충전소,경북 경주시 외동읍 괘릉리 637번지 4호 외 1필지,054-772-0051,자동차충전
경북 경주시,경주율동LPG충전소,경북 경주시 율동 739-4.7.9,054-741-6788,자동차충전
경북 경주시,산대LPG충전소,"경북 경주시 안강읍 산대리 887-2,3",054-762-1017,자동차충전
경북 경주시,부자집LPG충전소,경북 경주시 서면 아화리 718-8,054-751-3326,자동차충전
경북 경주시,(주)구도일충전소,경북 경주시 율동 33-2,054-749-5245,자동차충전
경북 경주시,남산가스충전소,경북 경주시 배동 594-3.12.14.610,054-775-2688,자동차충전
경북 경주시,(주)금아리무진행복충전소,경북 경주시 충효동 1339 외 1필지 (1535-5),054-742-9595,자동차충전
경북 경주시,대현건천충전소,경북 경주시 건천읍 건천리 597-3,054-614-1265,자동차충전
경북 고령군,고령엘피지충전소,경북 고령군 고령읍 고아리 134-16외,054-956-3189,자동차충전
경북 구미시,선산엘피지충전소,경북 구미시 고아읍 오로리 470-8,054-482-2277,자동차충전
경북 구미시,구미광평LPG충전소,경북 구미시 광평동 60-6,054-463-8801,용기+자동차+13kg용기
경북 구미시,오성가스충전소,경북 구미시 공단동 208,054-463-6504,자동차충전
경북 구미시,경북엘피지충전소,경북 구미시 고아읍 봉한리 685-1,054-451-5277,자동차+13kg용기
경북 구미시,(주)남구미충전소,경북 구미시 오태동 155-1,054-465-5177,자동차충전
경북 구미시,지산엘피지충전소,경북 구미시 지산동 590-2번지외,054-452-3200,자동차충전
경북 구미시,(주)대용,경북 구미시 광평동 55-1,054-462-0101,용기+자동차+13kg용기
경북 구미시,구미가스충전소,경북 구미시 비산동 376-1,054-461-2077,용기+자동차+13kg용기
경북 구미시,(주)에스에스유통선산(상)충전소,경북 구미시 옥성면 대원리 산56-3,054-482-6014,자동차충전
경북 구미시,구미개인택시2충전소,"경북 구미시 사곡동 382,383",054-463-0066,자동차충전
경북 구미시,금오공대입구충전소,경북 구미시 거의동 363-1번지외 4필지,054-475-6200,자동차충전
경북 구미시,(주)미성에너지 녹색충전소,"경북 구미시 장천면 하장리 968-3,973-4,973-12,973-14",054-476-0087,자동차충전
경북 구미시,강동엘피지충전소,"경북 구미시 구평동 152-2,152-3,152-4,153-1",054-472-0019,자동차충전
경북 구미시,인동엘피지충전소,경북 구미시 신동 666-2외,054-475-2456,자동차충전
경북 구미시,(주)일선우리엘피지충전소,경북 구미시 오태동 500-5번지,054-465-3375,자동차충전
경북 구미시,문화가스충전소,경북 구미시 원평동 535-7,054-454-5601,용기+자동차+13kg용기
경북 구미시,무궁화LPG충전소,경북 구미시 도량동 305-2,054-451-0052,자동차충전
경북 구미시,(주)일선에너지 오태충전소,경북 구미시 오태동 632-1,054-464-1151,자동차충전
경북 구미시,구미개인택시조합충전소,경북 구미시 야은로 350,054-444-7975,자동차충전
경북 구미시,뉴태성충전소,"경북 구미시 임은동 470-3,471-4",054-464-6229,자동차충전
경북 구미시,(주)에스에스유통선산(하)충전소,경북 구미시 옥성면 덕촌리 산1-1외,054-482-6034,자동차충전
경북 구미시,(주)신라충전소 원평지점,경북 구미시 원평동 561-1외 4필지,054-465-0017,자동차충전
경북 구미시,(주)신라충전소,경북 구미시 장천면 하장리 758 외4필지,054-456-7777,용기+자동차+탱크+13kg용기
경북 구미시,양포LPG충전소,"경북 구미시 옥계동 483-1,483-5,산14-1,산15-1,산15-12",054-472-0099,자동차충전
경북 구미시,낙동강의성(영천방향)충전소,경북 구미시 도개면 용산리 산21-8,054-475-7630,자동차충전
경북 군위군,(주)부자군위(하)충전소,경북 군위군 군위읍 오곡리 산 68-8,054-383-6117,자동차충전
경북 군위군,(주)대흥엘피지,경북 군위군 군위읍 동부리 463-2,054-383-9528,자동차충전
경북 군위군,군위IC충전소,"경북 군위군 군위읍 금구리 671,672-3,702-5번지",054-383-7783,자동차+13kg용기
경북 군위군,동해가스산업(주),"경북 군위군 군위읍 금구리 676-1,672-3,671-3",054-383-5195,탱크로리
경북 군위군,(주)부자군위(상)충전소,경북 군위군 군위읍 오곡리 산 67-5,054-383-6114,자동차충전
경북 군위군,KH에너지(주)직영군위영천충전소(영천방향),경북 군위군 산성면 백학리 90,054-382-9737,자동차충전
경북 군위군,KH에너지(주)직영삼국유사군위충전소(상주영천고속.상,경북 군위군 부계면 창평리 161,054-382-8930,자동차충전
경북 김천시,김천나들목충전소,경북 김천시 부곡동 491-10,054-435-4888,자동차충전
경북 김천시,케이케이(주) 신도시충전소,경북 김천시 신음동 422-3,054-433-6651,자동차충전
경북 김천시,김천아이씨충전소,경북 김천시 교동 667-10번지,054-432-2047,자동차충전
경북 김천시,김천평화충전소,"경북 김천시 지좌동 765-7,765-16,765-25",054-436-1011,용기+자동차+13kg용기
경북 김천시,아포가스충전소,경북 김천시 아포읍 제석리 429-3번지외,054-437-7999,자동차충전
경북 김천시,추풍령(하)충전소,경북 김천시 봉산면 광천리 699,054-430-0502,자동차충전
경북 김천시,제일경원LPG,경북 김천시 평화동 90,054-434-2800,용기+자동차+탱크+13kg용기
경북 김천시,대보유통(주)추풍령(서울)충전소,경북 김천시 봉산면 광천리 산178-2,054-430-0503,자동차충전
경북 김천시,(주)씨에스에너지샛별LPG충전소,"경북 김천시 아포읍 대신리 504-1, 505-1",054-430-5151,자동차충전
경북 김천시,(주)에스피씨삼립식품 김천(부산방향)충전소,"경북 김천시 농소면 신촌리 757-2,757-3,산10-9,산10-10",054-435-0266,자동차충전
경북 김천시,(주)에스피씨삼립김천(서울방향)충전소,경북 김천시 농소면 신촌리 산9-1,054-431-4477,자동차충전
경북 김천시,김천엘피지충전소,경북 김천시 백옥동 169-1,054-431-2800,자동차충전
경북 김천시,서일산업(주)대광가스,경북 김천시 대광동 869-2,054-434-5100,자동차충전
경북 김천시,행복한충전소,"경북 김천시 덕곡동 803-1,1382-2",054-435-5185,자동차충전
경북 문경시,케이케이(주)영강충전소,경북 문경시 산양면 반곡리636-3,054-552-2030,자동차충전
경북 문경시,한국도로공사문경(양평방향)주유소,경북 문경시 유곡동 458,054-554-1614,자동차충전
경북 문경시,문경LPG충전소,경북 문경시 공평동 676-26,054-554-8020,자동차충전
경북 문경시,서울LPG충전소,"경북 문경시 문경읍 마원리 348,348-4,349-3번지",054-571-0131,자동차충전
경북 문경시,(주)서원문경(마산방향)충전소,경북 문경시 유곡동 460,054-554-1659,자동차충전
경북 문경시,일광가스충전소,"경북 문경시 점촌동 89-3,94-1",054-553-1433,자동차충전
경북 봉화군,봉화엘피지충전소,경북 봉화군 봉화읍 해저리191,054-673-3563,자동차충전
경북 상주시,상주엘피지충전소,경북 상주시 연원동 777-22번지,054-531-0003,자동차충전
경북 상주시,상주충전소,경북 상주시 화개동 4-4번지,054-534-2171,용기+자동차+13kg용기
경북 상주시,(유)승춘에너지,경북 상주시 함창읍 윤직리 622-1,054-553-0846,자동차충전
경북 상주시,상산엘피지충전소,경북 상주시 만산동 226-1번지,054-533-5577,자동차충전
경북 상주시,남상주충전소,"경북 상주시 가장동 72,75-2",054-536-3005,자동차충전
경북 상주시,화서휴게소(상주방향)LPG충전소-유성티엔에스,경북 상주시 화서면 상용리 408,054-531-1984,자동차충전
경북 상주시,상주IC충전소,"경북 상주시 외답동 718번지외5필지(718-3,718-4,719-4,719-5,719-7)",054-532-3800,자동차충전
경북 상주시,북상주IC충전소,경북 상주시 공검면 화동리 368-2,054-541-5155,자동차충전
경북 상주시,동상주IC충전소,경북 상주시 낙동면 구잠리 512-1번지,054-535-5188,자동차충전
경북 상주시,(주)에너지프라자경상충전소,경북 상주시 사벌국면 목가리 609,054-500-7401,기타
경북 성주군,남성주(창원방향)주유소,경북 성주군 선남면 명포리 882-5외 5필지,054-932-0031,자동차충전
경북 성주군,대보유통(주)남성주(여주)주유소,경북 성주군 용암면 본리리 산1-3외4필지,054-931-5149,자동차충전
경북 성주군,성주LPG충전소,경북 성주군 선남면 신부리 271-7외,054-931-2229,자동차+탱크
경북 성주군,신세기충전소,경북 성주군 선남면 도성리 803-1,054-933-4468,자동차충전
경북 성주군,영남에너지,경북 성주군 성주읍 성산리542-5,054-933-3838,자동차충전
경북 안동시,안동옥동엘피지충전소,"경북 안동시 옥동 1055-2,1055-9",054-855-9980,자동차+13kg용기
경북 안동시,영풍에너지,경북 안동시 송현동 432-1번지 외 1필지,054-843-3673,자동차충전
경북 안동시,대성산업(주) 낙동강충전소,경북 안동시 용상동 1432-2,054-821-2728,자동차충전
경북 안동시,안동브이아이피(VIP)충전소,경북 안동시 용상동 1078-114,054-821-1005,자동차충전
경북 안동시,(주)광동유통안동(상)LPG충전소,경북 안동시 풍산읍 계평리 산137,054-853-9758,자동차충전
경북 안동시,안동개인택시충전소,경북 안동시 수하동 653번지,054-859-4086,자동차충전
경북 안동시,삼성가스충전소,경북 안동시 태화동 230-47,054-852-2439,자동차충전
경북 안동시,(주)광동유통안동(하)충전소,경북 안동시 풍산읍 계평리 산133-3,054-854-3324,자동차충전
경북 안동시,대성산업(주)안동충전소,경북 안동시 수상동 820-49,054-858-8903,용기+13kg용기
경북 안동시,남안동IC충전소,경북 안동시 일직면 조탑리 173,054-859-7117,자동차충전
경북 안동시,용두LPG충전소,경북 안동시 남후면 무릉리 522-1,054-854-5252,자동차충전
경북 안동시,대동LPG충전소,경북 안동시 수상동 590-47,054-858-3837,자동차충전
경북 안동시,(주)금성에너지안동LPG충전소,경북 안동시 일직면 조탑리 603-1,054-852-9061,탱크로리
경북 영덕군,영덕엘피지충전소,경북 영덕군 축산면 상원리 48,054-734-5108,자동차+13kg용기
경북 영덕군,강구엘피지충전소,경북 영덕군 강구면 삼사리 57번지외 3필지,054-732-2944,자동차충전
경북 영덕군,구계LPG충전소,"경북 영덕군 남정면 구계리 450-4,451-4,452-2,453",054-734-1783,자동차충전
경북 영덕군,천일가스,경북 영덕군 영덕읍 남산리 152,054-733-1001,자동차충전
경북 영덕군,(주)서광해맞이휴게충전소,경북 영덕군 병곡면 금곡리 10,054-734-8200,자동차충전
경북 영덕군,(주)세븐,경북 영덕군 영해면 성내리 산 50-1,054-734-7447,자동차충전
경북 영양군,영양엘피지충전소,경북 영양군 영양읍 감천리 319 외 3필지,054-683-7737,자동차충전
경북 영주시,영주I.CLPG충전소,경북 영주시 문정동 172-6번지,054-638-8448,자동차충전
경북 영주시,우성충전소,경북 영주시 상망동 252-1,054-633-6351,자동차충전
경북 영주시,풍기엘피지충전소,경북 영주시 봉현면 오현리 225,054-636-9762,자동차충전
경북 영주시,송리원엘피지충전소,경북 영주시 이산면 운문1리 43-7,054-633-1273,자동차충전
경북 영주시,영주시민엘피지충전소,경북 영주시 가흥동 279-1,054-638-7007,자동차충전
경북 영주시,영주가스충전소,경북 영주시 휴천동 707-3,054-631-2221,용기+자동차+13kg용기
경북 영주시,SK가스 영주충전소,경북 영주시 장수면 반구리 258-1번지,054-638-7007,용기+탱크+13kg용기
경북 영주시,대영가스충전소,경북 영주시 상망동 493-2번지외,054-636-6678,자동차충전
경북 영주시,동진충전소,경북 영주시 상망동 625-17,054-632-6646,자동차충전
경북 영천시,영천엘피지충전소,경북 영천시 화산면 당곡리43-1,054-335-8888,용기+탱크+13kg용기
경북 영천시,영천오렌지충전소,경북 영천시 망정동 170-7,054-333-1001,자동차충전
경북 영천시,(주)청암에너지충전소,경북 영천시 금호읍 신월리54-3,054-337-0353,자동차충전
경북 영천시,영천고속LPG충전소,경북 영천시 봉동 601,054-338-1150,자동차충전
경북 영천시,영천대성충전소,경북 영천시 고경면 덕암리 355-37,054-337-7141,자동차충전
경북 영천시,만남의충전소,경북 영천시 화룡동 340-5,054-331-5189,자동차충전
경북 영천시,영동가스충전소,경북 영천시 조교동 739-1,054-335-3564,자동차충전
경북 영천시,청통휴게소LPG충전소,경북 영천시 청통면 우천1리 산171-1,054-337-5074,자동차충전
경북 영천시,씨앤에스에너지(주)영천(포항방향)충전소,"경북 영천시 임고면 금대리 148,148-1,147",054-338-9135,자동차충전
경북 영천시,씨앤에스에너지(주)영천(대구방향)충전소,"경북 영천시 임고면 금대리 999-1,143-2,156,156-1,999-4,999-2",054-338-0062,자동차충전
경북 영천시,(주)팔팔엘피지충전소,경북 영천시 화룡동 84-4,054-338-9102,자동차충전
경북 예천군,(주)일선에너지예천엘피지충전소,경북 예천군 예천읍 대심리 730-2,054-654-2857,자동차충전
경북 예천군,우리들충전소,경북 예천군 유천면 매산리 382,054-520-0055,자동차충전
경북 예천군,영동LPG충전소,경북 예천군 예천읍 청복리 445-15,054-653-4477,자동차충전
경북 울진군,(주)에너지프라자울진충전소,경북 울진군 울진읍 읍남리 350,054-782-2965,용기+자동차+13kg용기
경북 울진군,울진동해가스,경북 울진군 후포면 삼율리 553-3,054-787-3018,자동차충전
경북 울진군,(주)서광가스충전소,경북 울진군 후포면 금음리 61,054-788-8400,자동차충전
경북 울진군,울진농협영농지원센터,경북 울진군 울진읍 연지리 849번지 20호 등 4필지,054-783-1048,용기+자동차+13kg용기
경북 울진군,울진고속충전소,"경북 울진군 죽변면 후정리 916, 915",054-782-2801,자동차충전
경북 울진군,울진공항휴게소,경북 울진군 기성면 황보리 산205-5,054-788-3801,자동차충전
경북 의성군,희망충전소,경북 의성군 단밀면 낙정리 731-2,054-861-1566,자동차충전
경북 의성군,안계공단충전소,경북 의성군 안계면 용기리 932-7,054-862-6000,자동차충전
경북 의성군,비안쌍용가스충전소,경북 의성군 비안면 용천리 160-2번지,054-861-6863,자동차충전
경북 의성군,의성충전소,경북 의성군 의성읍 철파리 270-23,054-832-0365,용기+자동차+13kg용기
경북 의성군,의성쌍용충전소,경북 의성군 봉양면 구미리19외,054-834-1477,자동차+13kg용기
경북 의성군,(주)보성가스,경북 의성군 의성읍 업리 1119-1,054-832-2100,탱크로리
경북 의성군,선산산업(주)낙동강구미충전소(상주영천고속.상주방향,경북 의성군 단밀면 낙정리 산1-4,054-475-2975,자동차충전
경북 의성군,의성(영덕방향)충전소,경북 의성군 안계면 양곡리 산104,054-4405-7489,자동차충전
경북 의성군,의성(상주방향)충전소,경북 의성군 안계면 양곡리 산101-1,054-4405-7426,자동차충전
경북 청도군,(주)케이알산업청도충전소(대구방향),"경북 청도군 청도읍 거연리 산293-2,3",054-373-4572,자동차충전
경북 청도군,늘푸른충전소,경북 청도군 화양읍 범곡리 392-9,054-373-9945,자동차충전
경북 청도군,새청도엘피지충전소,경북 청도군 청도읍 원정리 554-5,054-373-6697,자동차충전
경북 청도군,(주)케이알산업청도충전소(부산방향),경북 청도군 청도읍 거연리 885외 4필지,054-371-5126,자동차충전
경북 청송군,(주)청양에너지,경북 청송군 진보면 월전리 235-1,054-872-9701,자동차충전
경북 청송군,청송엘피지충전소,경북 청송군 청송읍 덕리 289-1 (청송LPG충전소),054-874-5038,자동차충전
경북 칠곡군,다부LPG충전소,"경북 칠곡군 동명면 학명리 665-1,665-2,667-4,668-4,670-3",054-973-1090,자동차충전
경북 칠곡군,우일LPG충전소,경북 칠곡군 가산면 석우리 17-1,054-971-2660,자동차충전
경북 칠곡군,유남석유(주)칠곡(하)엘피지충전소,경북 칠곡군 왜관읍 아곡리 239-5번지,054-975-1734,자동차충전
경북 칠곡군,(주)삼일기업,경북 칠곡군 왜관읍 금산리 854,054-971-2077,용기+자동차+13kg용기
경북 칠곡군,금천엘피지충전소,경북 칠곡군 기산면 영리 196-5,054-972-2964,자동차충전
경북 칠곡군,비쓰리에너지,"경북 칠곡군 왜관읍 금남리 165-5,165-6번지",054-975-8966,용기+자동차+탱크+13kg용기
경북 칠곡군,남대교충전소,경북 칠곡군 석적읍 중리 711-2,054-971-4600,자동차충전
경북 칠곡군,삼화충전소,경북 칠곡군 약목면 남계리 12-1번지,054-974-9177,자동차충전
경북 칠곡군,태양엘피지충전소,경북 칠곡군 왜관읍 삼청리 943,054-975-4915,자동차충전
경북 칠곡군,금화LPG충전소,경북 칠곡군 가산면 금화리 145,054-971-1087,자동차충전
경북 칠곡군,삼일약목LPG충전소,경북 칠곡군 약목면 복성리 648-3,054-975-0042,자동차충전
경북 칠곡군,대원엘피지충전소,경북 칠곡군 기산면 죽전리104-38,054-973-0070,자동차충전
경북 칠곡군,(주)한라석유칠곡(상)충전소,경북 칠곡군 왜관읍 아곡리 149,054-975-2544,자동차충전
경북 칠곡군,약목엘피지충전소,경북 칠곡군 약목면 남계리 226번지,054-974-8172,자동차충전
경북 칠곡군,강북대성엘피지충전소,경북 칠곡군 동명면 봉암리 554-1외,054-977-0101,자동차충전
경북 칠곡군,(주)대현하이웨이동명(상)충전소,경북 칠곡군 동명면 가천리 29-1번지외7필지,054-977-6941,자동차충전
경북 칠곡군,(주)석송에너지,경북 칠곡군 지천면 연화리 14-1,054-977-3178,자동차충전
경북 칠곡군,천평대신충전소,경북 칠곡군 가산면 천평리 565-3외,054-976-5181,자동차충전
경북 칠곡군,(주)대현하이웨이동명하충전소,경북 칠곡군 동명면 가천리 80-4외6필지,054-977-6934,자동차충전
경북 칠곡군,북삼LPG충전소,경북 칠곡군 북삼읍 율리 427-1,054-975-9001,자동차충전
경북 포항시 남구,(주)천일가스,경북 포항시 남구 호동 576,054-277-1001,용기+13kg용기
경북 포항시 남구,구옥LPG충전소,경북 포항시 남구 일월동 190-73,054-281-6999,자동차충전
경북 포항시 남구,해맞이충전소,경북 포항시 남구 동해면 상정리 84-3,054-291-8834,자동차충전
경북 포항시 남구,(주)포항개인택시충전소,경북 포항시 남구 연일읍 오천리 92-1 외 2,054-286-6511,자동차충전
경북 포항시 남구,관문엘피지충전소,경북 포항시 남구 연일읍 유강리 32-1,054-278-5168,자동차충전
경북 포항시 남구,단지충전소,경북 포항시 남구 동촌동 1011-9,054-278-0945,자동차충전
경북 포항시 남구,(주)디와이에스대잠충전소,경북 포항시 남구 상도동 453-3,054-278-7505,자동차충전
경북 포항시 남구,SK가스 동해충전소,경북 포항시 남구 동촌동 1011-5,054-272-2049,용기+13kg용기
경북 포항시 남구,철강공단충전소,경북 포항시 남구 호동 627-1,054-289-5351,자동차충전
경북 포항시 남구,대성산업(주)포항가스충전소,경북 포항시 남구 해도동 99-2,054-281-1204,용기+자동차+13kg용기
경북 포항시 남구,대동엘피지충전소,경북 포항시 남구 효자동 381,054-273-7760,자동차충전
